movieId,title,year,year_norm,genres,genres_str,tags_str,content_str,imdbId,tmdbId,rating_count,rating_mean
1061,Sleepers (1996),1996,0.8103448275862069,Thriller,thriller,,thriller,117665,819,29,3.6724
1064,Aladdin and the King of Thieves (1996),1996,0.8103448275862069,Animation|Children|Comedy|Fantasy|Musical|Romance,animation children comedy fantasy musical romance,,animation children comedy fantasy musical romance,115491,11238,13,3.1538
1066,Shall We Dance (1937),1937,0.3017241379310345,Comedy|Musical|Romance,comedy musical romance,astaire and rogers,comedy musical romance astaire and rogers,29546,31530,4,4.5
1068,Crossfire (1947),1947,0.3879310344827586,Crime|Film-Noir,crime filmnoir,anti-semitism,crime filmnoir anti-semitism,39286,28120,1,3.5
1073,Willy Wonka & the Chocolate Factory (1971),1971,0.5948275862068966,Children|Comedy|Fantasy|Musical,children comedy fantasy musical,,children comedy fantasy musical,67992,252,119,3.8739
1076,"Innocents, The (1961)",1961,0.5086206896551724,Drama|Horror|Thriller,drama horror thriller,governess,drama horror thriller governess,55018,16372,0,0.0
1077,Sleeper (1973),1973,0.6120689655172413,Comedy|Sci-Fi,comedy scifi,,comedy scifi,70707,11561,28,3.75
1078,Bananas (1971),1971,0.5948275862068966,Comedy|War,comedy war,,comedy war,66808,11302,11,3.4091
1079,"Fish Called Wanda, A (1988)",1988,0.7413793103448276,Comedy|Crime,comedy crime,fish,comedy crime fish,95159,623,71,3.9225
1080,Monty Python's Life of Brian (1979),1979,0.6637931034482759,Comedy,comedy,bible parody religion,comedy bible parody religion,79470,583,89,3.927
1081,Victor/Victoria (1982),1982,0.6896551724137931,Comedy|Musical|Romance,comedy musical romance,cross dressing,comedy musical romance cross dressing,84865,12614,12,3.5417
1082,"Candidate, The (1972)",1972,0.603448275862069,Drama,drama,politics,drama politics,68334,21711,6,3.5833
1083,"Great Race, The (1965)",1965,0.5431034482758621,Comedy|Musical,comedy musical,,comedy musical,59243,11575,6,3.3333
1084,Bonnie and Clyde (1967),1967,0.5603448275862069,Crime|Drama,crime drama,1920s gangsters,crime drama 1920s gangsters,61418,475,35,4.0714
1085,"Old Man and the Sea, The (1958)",1958,0.4827586206896552,Adventure|Drama,adventure drama,,adventure drama,52027,11331,2,3.5
1086,Dial M for Murder (1954),1954,0.4482758620689655,Crime|Mystery|Thriller,crime mystery thriller,,crime mystery thriller,46912,521,25,4.1
1088,Dirty Dancing (1987),1987,0.7327586206896551,Drama|Musical|Romance,drama musical romance,dance music,drama musical romance dance music,92890,88,42,3.369
1089,Reservoir Dogs (1992),1992,0.7758620689655172,Crime|Mystery|Thriller,crime mystery thriller,ensemble cast nonlinear quentin tarantino stylized heist violence humorous neo-noir religion tarantino,crime mystery thriller ensemble cast nonlinear quentin tarantino stylized heist violence humorous neo-noir religion tarantino,105236,500,131,4.2023
1090,Platoon (1986),1986,0.7241379310344828,Drama|War,drama war,vietnam,drama war vietnam,91763,792,63,3.9841
1091,Weekend at Bernie's (1989),1989,0.75,Comedy,comedy,,comedy,98627,8491,21,2.5476
1092,Basic Instinct (1992),1992,0.7758620689655172,Crime|Mystery|Thriller,crime mystery thriller,,crime mystery thriller,103772,402,47,3.1915
1093,"Doors, The (1991)",1991,0.7672413793103449,Drama,drama,1960s jim morrison music,drama 1960s jim morrison music,101761,10537,37,3.4054
1094,"Crying Game, The (1992)",1992,0.7758620689655172,Drama|Romance|Thriller,drama romance thriller,,drama romance thriller,104036,11386,42,3.4405
1095,Glengarry Glen Ross (1992),1992,0.7758620689655172,Drama,drama,,drama,104348,9504,15,3.6667
1096,Sophie's Choice (1982),1982,0.6896551724137931,Drama,drama,holocaust,drama holocaust,84707,15764,10,4.05
1097,E.T. the Extra-Terrestrial (1982),1982,0.6896551724137931,Children|Drama|Sci-Fi,children drama scifi,aliens,children drama scifi aliens,83866,601,122,3.7664
1099,"Christmas Carol, A (1938)",1938,0.3103448275862069,Children|Drama|Fantasy,children drama fantasy,,children drama fantasy,29992,25842,4,3.375
1100,Days of Thunder (1990),1990,0.7586206896551724,Action|Drama|Romance,action drama romance,,action drama romance,99371,2119,19,2.7105
1101,Top Gun (1986),1986,0.7241379310344828,Action|Romance,action romance,predictable navy,action romance predictable navy,92099,744,83,3.3012
1103,Rebel Without a Cause (1955),1955,0.45689655172413796,Drama,drama,1950s adolescence,drama 1950s adolescence,48545,221,15,4.1
1104,"Streetcar Named Desire, A (1951)",1951,0.4224137931034483,Drama,drama,tennessee williams,drama tennessee williams,44081,702,20,4.475
1105,Children of the Corn IV: The Gathering (1996),1996,0.8103448275862069,Horror,horror,,horror,115885,25750,3,4.6667
1107,Loser (1991),1991,0.7672413793103449,Comedy,comedy,,comedy,102336,0,2,2.0
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),1996,0.8103448275862069,Documentary,documentary,,documentary,117040,9305,4,4.125
1112,Palookaville (1996),1996,0.8103448275862069,Action|Comedy|Drama,action comedy drama,,action comedy drama,117284,37616,2,4.5
1114,"Funeral, The (1996)",1996,0.8103448275862069,Crime|Drama,crime drama,,crime drama,116378,21612,1,3.0
1116,"Single Girl, A (Fille seule, La) (1995)",1995,0.8017241379310345,Drama,drama,,drama,113057,102461,1,4.0
1117,"Eighth Day, The (Huitième jour, Le) (1996)",1996,0.8103448275862069,Drama,drama,,drama,116581,36998,1,3.5
1119,Drunks (1995),1995,0.8017241379310345,Drama,drama,,drama,112907,116844,1,3.0
1120,"People vs. Larry Flynt, The (1996)",1996,0.8103448275862069,Comedy|Drama,comedy drama,freedom of expression,comedy drama freedom of expression,117318,1630,27,3.537
1121,Glory Daze (1995),1995,0.8017241379310345,Drama,drama,,drama,116422,26626,1,4.0
1123,"Perfect Candidate, A (1996)",1996,0.8103448275862069,Documentary,documentary,,documentary,117320,124837,2,4.25
1124,On Golden Pond (1981),1981,0.6810344827586207,Drama,drama,aging,drama aging,82846,11816,13,3.6538
1125,"Return of the Pink Panther, The (1975)",1975,0.6293103448275862,Comedy|Crime,comedy crime,clousseau,comedy crime clousseau,72081,11843,24,3.6875
1126,Drop Dead Fred (1991),1991,0.7672413793103449,Comedy|Fantasy,comedy fantasy,,comedy fantasy,101775,10379,6,2.8333
1127,"Abyss, The (1989)",1989,0.75,Action|Adventure|Sci-Fi|Thriller,action adventure scifi thriller,,action adventure scifi thriller,96754,2756,62,3.4758
1128,"Fog, The (1980)",1980,0.6724137931034483,Horror,horror,,horror,80749,790,5,2.5
1129,Escape from New York (1981),1981,0.6810344827586207,Action|Adventure|Sci-Fi|Thriller,action adventure scifi thriller,,action adventure scifi thriller,82340,1103,39,3.4487
1130,"Howling, The (1980)",1980,0.6724137931034483,Horror|Mystery,horror mystery,,horror mystery,82533,11298,5,2.9
1131,Jean de Florette (1986),1986,0.7241379310344828,Drama|Mystery,drama mystery,,drama mystery,91288,4480,11,4.0909
1132,Manon of the Spring (Manon des sources) (1986),1986,0.7241379310344828,Drama,drama,,drama,91480,4481,8,4.0625
1135,Private Benjamin (1980),1980,0.6724137931034483,Comedy,comedy,military,comedy military,81375,10765,13,3.1154
1136,Monty Python and the Holy Grail (1975),1975,0.6293103448275862,Adventure|Comedy|Fantasy,adventure comedy fantasy,british comedy monty python england king arthur,adventure comedy fantasy british comedy monty python england king arthur,71853,762,136,4.1618
1137,Hustler White (1996),1996,0.8103448275862069,Romance,romance,,romance,116587,44497,1,4.0
1140,Entertaining Angels: The Dorothy Day Story (1996),1996,0.8103448275862069,Drama,drama,,drama,116212,99479,1,5.0
1144,"Line King: The Al Hirschfeld Story, The (1996)",1996,0.8103448275862069,Documentary,documentary,,documentary,116886,124829,1,4.0
1147,When We Were Kings (1996),1996,0.8103448275862069,Documentary,documentary,boxing in netflix queue,documentary boxing in netflix queue,118147,10548,10,3.9
1148,Wallace & Gromit: The Wrong Trousers (1993),1993,0.7844827586206896,Animation|Children|Comedy|Crime,animation children comedy crime,aardman,animation children comedy crime aardman,108598,531,56,4.0357
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1982,0.6896551724137931,Drama,drama,,drama,84589,4483,3,4.3333
1151,Lesson Faust (1994),1994,0.7931034482758621,Animation|Comedy|Drama|Fantasy,animation comedy drama fantasy,,animation comedy drama fantasy,109781,18919,2,5.0
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",1944,0.3620689655172414,Drama,drama,,drama,34493,61461,1,3.5
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",1979,0.6637931034482759,Drama|War,drama war,,drama war,78875,659,3,3.6667
1162,"Ruling Class, The (1972)",1972,0.603448275862069,Comedy|Drama,comedy drama,,comedy drama,69198,30892,1,3.0
1163,Mina Tannenbaum (1994),1994,0.7931034482758621,Drama,drama,,drama,110521,86369,1,1.0
1167,Dear God (1996),1996,0.8103448275862069,Comedy,comedy,,comedy,116059,38554,2,3.5
1170,Best of the Best 3: No Turning Back (1995),1995,0.8017241379310345,Action,action,,action,112483,36555,2,2.5
1171,Bob Roberts (1992),1992,0.7758620689655172,Comedy,comedy,politics,comedy politics,103850,10608,17,3.3529
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),1989,0.75,Drama,drama,,drama,95765,11216,34,4.1618
1173,"Cook the Thief His Wife & Her Lover, The (1989)",1989,0.75,Comedy|Drama,comedy drama,,comedy drama,97108,7452,11,3.1364
1175,Delicatessen (1991),1991,0.7672413793103449,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,101700,892,21,3.8333
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",1991,0.7672413793103449,Drama|Fantasy|Romance,drama fantasy romance,,drama fantasy romance,101765,1600,3,4.0
1177,Enchanted April (1992),1992,0.7758620689655172,Drama|Romance,drama romance,italy,drama romance italy,101811,26561,6,4.0
1178,Paths of Glory (1957),1957,0.47413793103448276,Drama|War,drama war,court military,drama war court military,50825,975,12,4.5417
1179,"Grifters, The (1990)",1990,0.7586206896551724,Crime|Drama|Film-Noir,crime drama filmnoir,crime,crime drama filmnoir crime,99703,18129,27,3.6296
1180,Hear My Song (1991),1991,0.7672413793103449,Comedy,comedy,,comedy,102014,54405,1,3.0
1183,"English Patient, The (1996)",1996,0.8103448275862069,Drama|Romance|War,drama romance war,adultery,drama romance war adultery,116209,409,45,3.7111
1184,Mediterraneo (1991),1991,0.7672413793103449,Comedy|Drama,comedy drama,,comedy drama,102426,38251,7,3.9286
1185,My Left Foot (1989),1989,0.75,Drama,drama,in netflix queue,drama in netflix queue,97937,10161,10,3.95
1186,"Sex, Lies, and Videotape (1989)",1989,0.75,Drama,drama,,drama,98724,1412,23,3.587
1187,Passion Fish (1992),1992,0.7758620689655172,Drama,drama,disability,drama disability,105107,41768,5,3.6
1188,Strictly Ballroom (1992),1992,0.7758620689655172,Comedy|Romance,comedy romance,australia dance,comedy romance australia dance,105488,10409,22,3.6591
1189,"Thin Blue Line, The (1988)",1988,0.7413793103448276,Documentary,documentary,in netflix queue police,documentary in netflix queue police,96257,14285,11,4.0
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),1990,0.7586206896551724,Crime|Drama|Romance,crime drama romance,,crime drama romance,101026,2469,6,3.1667
1191,Madonna: Truth or Dare (1991),1991,0.7672413793103449,Documentary|Musical,documentary musical,,documentary musical,102370,10174,6,3.5
1192,Paris Is Burning (1990),1990,0.7586206896551724,Documentary,documentary,,documentary,100332,31225,5,4.5
1193,One Flew Over the Cuckoo's Nest (1975),1975,0.6293103448275862,Drama,drama,emotional jack nicholson mental illness,drama emotional jack nicholson mental illness,73486,510,133,4.203
1194,Cheech and Chong's Up in Smoke (1978),1978,0.6551724137931034,Comedy,comedy,,comedy,78446,11455,11,3.5909
1196,Star Wars: Episode V - The Empire Strikes Back (1980),1980,0.6724137931034483,Action|Adventure|Sci-Fi,action adventure scifi,i am your father space space opera classic george lucas harrison ford music original plot sci-fi sequel,action adventure scifi i am your father space space opera classic george lucas harrison ford music original plot sci-fi sequel,80684,1891,211,4.2156
1197,"Princess Bride, The (1987)",1987,0.7327586206896551,Action|Adventure|Comedy|Fantasy|Romance,action adventure comedy fantasy romance,inigo montoya six-fingered man,action adventure comedy fantasy romance inigo montoya six-fingered man,93779,2493,142,4.2324
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),1981,0.6810344827586207,Action|Adventure,action adventure,adventure archaeology indiana jones steven spielberg treasure hunt ark of the covenant,action adventure adventure archaeology indiana jones steven spielberg treasure hunt ark of the covenant,82971,85,200,4.2075
1199,Brazil (1985),1985,0.7155172413793104,Fantasy|Sci-Fi,fantasy scifi,,fantasy scifi,88846,68,59,4.178
1200,Aliens (1986),1986,0.7241379310344828,Action|Adventure|Horror|Sci-Fi,action adventure horror scifi,action aliens horror sci-fi space space craft space travel suspense,action adventure horror scifi action aliens horror sci-fi space space craft space travel suspense,90605,679,126,3.9643
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",1966,0.5517241379310345,Action|Adventure|Western,action adventure western,spaghetti western,action adventure western spaghetti western,60196,429,72,4.1458
1202,Withnail & I (1987),1987,0.7327586206896551,Comedy,comedy,,comedy,94336,13446,7,3.8571
1203,12 Angry Men (1957),1957,0.47413793103448276,Drama,drama,court claustrophobic confrontational earnest good dialogue great screenplay gritty motivational thought-provoking,drama court claustrophobic confrontational earnest good dialogue great screenplay gritty motivational thought-provoking,50083,389,57,4.1491
1204,Lawrence of Arabia (1962),1962,0.5172413793103449,Adventure|Drama|War,adventure drama war,middle east,adventure drama war middle east,56172,947,45,4.3
1206,"Clockwork Orange, A (1971)",1971,0.5948275862068966,Crime|Drama|Sci-Fi|Thriller,crime drama scifi thriller,brainwashing,crime drama scifi thriller brainwashing,66921,185,120,3.9958
1207,To Kill a Mockingbird (1962),1962,0.5172413793103449,Drama,drama,harper lee racism,drama harper lee racism,56592,595,58,4.1207
1208,Apocalypse Now (1979),1979,0.6637931034482759,Action|Drama|War,action drama war,vietnam,action drama war vietnam,78788,28,107,4.2196
1209,Once Upon a Time in the West (C'era una volta il West) (1968),1968,0.5689655172413793,Action|Drama|Western,action drama western,spaghetti western,action drama western spaghetti western,64116,335,18,4.3056
1210,Star Wars: Episode VI - Return of the Jedi (1983),1983,0.6982758620689655,Action|Adventure|Sci-Fi,action adventure scifi,darth vader luke skywalker space opera,action adventure scifi darth vader luke skywalker space opera,86190,1892,196,4.1378
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",1987,0.7327586206896551,Drama|Fantasy|Romance,drama fantasy romance,,drama fantasy romance,93191,144,13,3.8846
1212,"Third Man, The (1949)",1949,0.4051724137931034,Film-Noir|Mystery|Thriller,filmnoir mystery thriller,ferris wheel venice zither,filmnoir mystery thriller ferris wheel venice zither,41959,1092,24,4.2292
1213,Goodfellas (1990),1990,0.7586206896551724,Crime|Drama,crime drama,mafia,crime drama mafia,99685,769,126,4.25
1214,Alien (1979),1979,0.6637931034482759,Horror|Sci-Fi,horror scifi,aliens,horror scifi aliens,78748,348,146,3.9692
1215,Army of Darkness (1993),1993,0.7844827586206896,Action|Adventure|Comedy|Fantasy|Horror,action adventure comedy fantasy horror,,action adventure comedy fantasy horror,106308,766,51,4.0392
1216,"Big Blue, The (Grand bleu, Le) (1988)",1988,0.7413793103448276,Adventure|Drama|Romance,adventure drama romance,,adventure drama romance,95250,175,11,3.4545
1217,Ran (1985),1985,0.7155172413793104,Drama|War,drama war,samurai,drama war samurai,89881,11645,15,4.4333
1218,"Killer, The (Die xue shuang xiong) (1989)",1989,0.75,Action|Crime|Drama|Thriller,action crime drama thriller,,action crime drama thriller,97202,10835,11,4.0
1219,Psycho (1960),1960,0.5,Crime|Horror,crime horror,alfred hitchcock psychology suspenseful tense norman bates black and white imdb top 250 remade,crime horror alfred hitchcock psychology suspenseful tense norman bates black and white imdb top 250 remade,54215,539,83,4.0361
1220,"Blues Brothers, The (1980)",1980,0.6724137931034483,Action|Comedy|Musical,action comedy musical,saturday night live,action comedy musical saturday night live,80455,525,84,3.8095
1221,"Godfather: Part II, The (1974)",1974,0.6206896551724138,Crime|Drama,crime drama,al pacino mafia,crime drama al pacino mafia,71562,240,129,4.2597
1222,Full Metal Jacket (1987),1987,0.7327586206896551,Drama|War,drama war,vietnam anti-war,drama war vietnam anti-war,93058,600,102,4.098
1223,"Grand Day Out with Wallace and Gromit, A (1989)",1989,0.75,Adventure|Animation|Children|Comedy|Sci-Fi,adventure animation children comedy scifi,moon,adventure animation children comedy scifi moon,104361,530,28,4.0893
1224,Henry V (1989),1989,0.75,Action|Drama|Romance|War,action drama romance war,shakespeare,action drama romance war shakespeare,97499,10705,19,4.0
1225,Amadeus (1984),1984,0.7068965517241379,Drama,drama,mozart salieri,drama mozart salieri,86879,279,76,4.1842
1226,"Quiet Man, The (1952)",1952,0.43103448275862066,Drama|Romance,drama romance,,drama romance,45061,3109,6,3.5
1227,Once Upon a Time in America (1984),1984,0.7068965517241379,Crime|Drama,crime drama,,crime drama,87843,311,16,4.0625
1228,Raging Bull (1980),1980,0.6724137931034483,Drama,drama,boxing,drama boxing,81398,1578,40,4.1875
1230,Annie Hall (1977),1977,0.646551724137931,Comedy|Romance,comedy romance,new york,comedy romance new york,75686,703,58,3.8707
1231,"Right Stuff, The (1983)",1983,0.6982758620689655,Drama,drama,nasa space,drama nasa space,86197,9549,22,3.8636
1232,Stalker (1979),1979,0.6637931034482759,Drama|Mystery|Sci-Fi,drama mystery scifi,,drama mystery scifi,79944,1398,8,3.625
1233,"Boot, Das (Boat, The) (1981)",1981,0.6810344827586207,Action|Drama|War,action drama war,submarine,action drama war submarine,82096,387,40,4.2125
1234,"Sting, The (1973)",1973,0.6120689655172413,Comedy|Crime,comedy crime,the entertainer,comedy crime the entertainer,70735,9277,64,3.9766
1235,Harold and Maude (1971),1971,0.5948275862068966,Comedy|Drama|Romance,comedy drama romance,may-december romance,comedy drama romance may-december romance,67185,343,26,4.2885
1236,Trust (1990),1990,0.7586206896551724,Comedy|Drama|Romance,comedy drama romance,,comedy drama romance,103130,37291,3,4.3333
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",1957,0.47413793103448276,Drama,drama,chess death atmospheric cerebral existentialism philosophical reflective,drama chess death atmospheric cerebral existentialism philosophical reflective,50976,490,18,4.2222
1238,Local Hero (1983),1983,0.6982758620689655,Comedy,comedy,,comedy,85859,11235,9,4.0556
1240,"Terminator, The (1984)",1984,0.7068965517241379,Action|Sci-Fi|Thriller,action scifi thriller,action artificial intelligence robots sci-fi special effects tense time travel,action scifi thriller action artificial intelligence robots sci-fi special effects tense time travel,88247,218,131,3.8969
1241,Dead Alive (Braindead) (1992),1992,0.7758620689655172,Comedy|Fantasy|Horror,comedy fantasy horror,,comedy fantasy horror,103873,763,10,4.05
1242,Glory (1989),1989,0.75,Drama|War,drama war,civil war,drama war civil war,97441,9665,41,4.1707
1243,Rosencrantz and Guildenstern Are Dead (1990),1990,0.7586206896551724,Comedy|Drama,comedy drama,shakespeare sort of,comedy drama shakespeare sort of,100519,18971,16,3.9688
1244,Manhattan (1979),1979,0.6637931034482759,Comedy|Drama|Romance,comedy drama romance,black and white,comedy drama romance black and white,79522,696,33,4.1061
1245,Miller's Crossing (1990),1990,0.7586206896551724,Crime|Drama|Film-Noir|Thriller,crime drama filmnoir thriller,mafia,crime drama filmnoir thriller mafia,100150,379,20,4.225
1246,Dead Poets Society (1989),1989,0.75,Drama,drama,highschool high school,drama highschool high school,97165,207,86,3.9593
1247,"Graduate, The (1967)",1967,0.5603448275862069,Comedy|Drama|Romance,comedy drama romance,simon and garfunkel,comedy drama romance simon and garfunkel,61722,37247,79,4.0633
1248,Touch of Evil (1958),1958,0.4827586206896552,Crime|Film-Noir|Thriller,crime filmnoir thriller,,crime filmnoir thriller,52311,1480,17,4.2647
1249,"Femme Nikita, La (Nikita) (1990)",1990,0.7586206896551724,Action|Crime|Romance|Thriller,action crime romance thriller,hit men,action crime romance thriller hit men,100263,9322,35,4.0714
1250,"Bridge on the River Kwai, The (1957)",1957,0.47413793103448276,Adventure|Drama|War,adventure drama war,pow,adventure drama war pow,50212,826,45,4.1222
1251,8 1/2 (8½) (1963),1963,0.5258620689655172,Drama|Fantasy,drama fantasy,,drama fantasy,56801,422,14,4.0714
1252,Chinatown (1974),1974,0.6206896551724138,Crime|Film-Noir|Mystery|Thriller,crime filmnoir mystery thriller,incest,crime filmnoir mystery thriller incest,71315,829,59,4.2119
1253,"Day the Earth Stood Still, The (1951)",1951,0.4224137931034483,Drama|Sci-Fi|Thriller,drama scifi thriller,aliens,drama scifi thriller aliens,43456,828,25,3.82
1254,"Treasure of the Sierra Madre, The (1948)",1948,0.39655172413793105,Action|Adventure|Drama|Western,action adventure drama western,cold,action adventure drama western cold,40897,3090,16,3.6562
1255,Bad Taste (1987),1987,0.7327586206896551,Comedy|Horror|Sci-Fi,comedy horror scifi,,comedy horror scifi,92610,9964,6,3.0
1256,Duck Soup (1933),1933,0.2672413793103448,Comedy|Musical|War,comedy musical war,,comedy musical war,23969,3063,23,3.8043
1257,Better Off Dead... (1985),1985,0.7155172413793104,Comedy|Romance,comedy romance,skiing,comedy romance skiing,88794,13667,27,3.6852
1258,"Shining, The (1980)",1980,0.6724137931034483,Horror,horror,atmospheric disturbing horror jack nicholson masterpiece psychological stanley kubrick suspense stephen king,horror atmospheric disturbing horror jack nicholson masterpiece psychological stanley kubrick suspense stephen king,81505,694,109,4.0826
1259,Stand by Me (1986),1986,0.7241379310344828,Adventure|Drama,adventure drama,stephen king,adventure drama stephen king,92005,235,91,4.0055
1260,M (1931),1931,0.25,Crime|Film-Noir|Thriller,crime filmnoir thriller,serial killer atmospheric chilly creepy menacing mental illness oninous,crime filmnoir thriller serial killer atmospheric chilly creepy menacing mental illness oninous,22100,832,15,3.7333
1261,Evil Dead II (Dead by Dawn) (1987),1987,0.7327586206896551,Action|Comedy|Fantasy|Horror,action comedy fantasy horror,,action comedy fantasy horror,92991,765,34,4.0441
1262,"Great Escape, The (1963)",1963,0.5258620689655172,Action|Adventure|Drama|War,action adventure drama war,pow,action adventure drama war pow,57115,5925,43,4.1279
1263,"Deer Hunter, The (1978)",1978,0.6551724137931034,Drama|War,drama war,vietnam,drama war vietnam,77416,11778,43,3.8256
1264,Diva (1981),1981,0.6810344827586207,Action|Drama|Mystery|Romance|Thriller,action drama mystery romance thriller,,action drama mystery romance thriller,82269,4485,5,3.8
1265,Groundhog Day (1993),1993,0.7844827586206896,Comedy|Fantasy|Romance,comedy fantasy romance,,comedy fantasy romance,107048,137,143,3.9441
1266,Unforgiven (1992),1992,0.7758620689655172,Drama|Western,drama western,revenge,drama western revenge,105695,33,45,4.1111
1267,"Manchurian Candidate, The (1962)",1962,0.5172413793103449,Crime|Thriller|War,crime thriller war,assassination brainwashing,crime thriller war assassination brainwashing,56218,982,30,4.25
1268,Pump Up the Volume (1990),1990,0.7586206896551724,Comedy|Drama,comedy drama,,comedy drama,100436,8428,9,3.6111
1269,Arsenic and Old Lace (1944),1944,0.3620689655172414,Comedy|Mystery|Thriller,comedy mystery thriller,murder,comedy mystery thriller murder,36613,212,29,3.8793
1270,Back to the Future (1985),1985,0.7155172413793104,Adventure|Comedy|Sci-Fi,adventure comedy scifi,time travel,adventure comedy scifi time travel,88763,105,171,4.038
1271,Fried Green Tomatoes (1991),1991,0.7672413793103449,Comedy|Crime|Drama,comedy crime drama,,comedy crime drama,101921,1633,30,3.5
1272,Patton (1970),1970,0.5862068965517241,Drama|War,drama war,world war ii,drama war world war ii,66206,11202,33,4.1212
1273,Down by Law (1986),1986,0.7241379310344828,Comedy|Drama|Film-Noir,comedy drama filmnoir,,comedy drama filmnoir,90967,1554,11,4.0455
1274,Akira (1988),1988,0.7413793103448276,Action|Adventure|Animation|Sci-Fi,action adventure animation scifi,animation anime visually stunning,action adventure animation scifi animation anime visually stunning,94625,149,39,3.7436
1275,Highlander (1986),1986,0.7241379310344828,Action|Adventure|Fantasy,action adventure fantasy,,action adventure fantasy,91203,8009,48,3.7292
1276,Cool Hand Luke (1967),1967,0.5603448275862069,Drama,drama,prison,drama prison,61512,903,57,4.2719
1277,Cyrano de Bergerac (1990),1990,0.7586206896551724,Comedy|Drama|Romance,comedy drama romance,in netflix queue,comedy drama romance in netflix queue,99334,11673,12,4.125
1278,Young Frankenstein (1974),1974,0.6206896551724138,Comedy|Fantasy,comedy fantasy,spoof,comedy fantasy spoof,72431,3034,69,3.9928
1279,Night on Earth (1991),1991,0.7672413793103449,Comedy|Drama,comedy drama,,comedy drama,102536,339,8,4.125
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),1991,0.7672413793103449,Drama,drama,in netflix queue,drama in netflix queue,101640,10404,9,4.3333
1281,"Great Dictator, The (1940)",1940,0.3275862068965517,Comedy|Drama|War,comedy drama war,nazis,comedy drama war nazis,32553,914,15,4.1333
1282,Fantasia (1940),1940,0.3275862068965517,Animation|Children|Fantasy|Musical,animation children fantasy musical,disney,animation children fantasy musical disney,32455,756,53,3.783
1283,High Noon (1952),1952,0.43103448275862066,Drama|Western,drama western,gunfight,drama western gunfight,44706,288,19,4.2105
1284,"Big Sleep, The (1946)",1946,0.3793103448275862,Crime|Film-Noir|Mystery,crime filmnoir mystery,hammett,crime filmnoir mystery hammett,38355,910,14,4.1429
1285,Heathers (1989),1989,0.75,Comedy,comedy,high school,comedy high school,97493,2640,41,3.7317
1286,Somewhere in Time (1980),1980,0.6724137931034483,Drama|Romance,drama romance,,drama romance,81534,16633,7,3.0714
1287,Ben-Hur (1959),1959,0.49137931034482757,Action|Adventure|Drama,action adventure drama,,action adventure drama,52618,665,34,3.9412
1288,This Is Spinal Tap (1984),1984,0.7068965517241379,Comedy,comedy,music heavy metal mockumentary,comedy music heavy metal mockumentary,88258,11031,66,4.0152
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),1983,0.6982758620689655,Documentary,documentary,,documentary,85809,11314,11,3.8636
1290,Some Kind of Wonderful (1987),1987,0.7327586206896551,Drama|Romance,drama romance,,drama romance,94006,15143,10,3.35
1291,Indiana Jones and the Last Crusade (1989),1989,0.75,Action|Adventure,action adventure,archaeology holy grail,action adventure archaeology holy grail,97576,89,140,4.0464
1292,Being There (1979),1979,0.6637931034482759,Comedy|Drama,comedy drama,television,comedy drama television,78841,10322,20,3.95
1293,Gandhi (1982),1982,0.6896551724137931,Drama,drama,india,drama india,83987,783,27,3.8333
1295,"Unbearable Lightness of Being, The (1988)",1988,0.7413793103448276,Drama,drama,,drama,96332,10644,11,3.2273
1296,"Room with a View, A (1986)",1986,0.7241379310344828,Drama|Romance,drama romance,e. m. forster,drama romance e. m. forster,91867,11257,17,3.7059
1297,Real Genius (1985),1985,0.7155172413793104,Comedy,comedy,,comedy,89886,14370,20,3.675
1298,Pink Floyd: The Wall (1982),1982,0.6896551724137931,Drama|Musical,drama musical,,drama musical,84503,12104,23,3.7609
1299,"Killing Fields, The (1984)",1984,0.7068965517241379,Drama|War,drama war,cambodia vietnam,drama war cambodia vietnam,87553,625,28,4.0179
1300,My Life as a Dog (Mitt liv som hund) (1985),1985,0.7155172413793104,Comedy|Drama,comedy drama,,comedy drama,89606,8816,9,4.1667
1301,Forbidden Planet (1956),1956,0.46551724137931033,Drama|Sci-Fi,drama scifi,shakespeare sort of space,drama scifi shakespeare sort of space,49223,830,13,3.8077
1302,Field of Dreams (1989),1989,0.75,Children|Drama|Fantasy,children drama fantasy,baseball,children drama fantasy baseball,97351,2323,56,3.5179
1303,"Man Who Would Be King, The (1975)",1975,0.6293103448275862,Adventure|Drama,adventure drama,india,adventure drama india,73341,983,17,4.0294
1304,Butch Cassidy and the Sundance Kid (1969),1969,0.5775862068965517,Action|Western,action western,crime,action western crime,64115,642,62,3.9435
